type,stem,options,answer,knowledge,analysis
选择,Free goods can be consumed without restriction,"a) only if demand is greater than supply at a negative price.
b) only if supply equals or exceeds demand at zero price.
c) only if supply is less than demand at zero price.
d) only if demand is greater than supply at a positive price.",B,"Free goods definition, Supply and demand at zero price",
选择,"At a disequilibrium price, the quantity exchanged is always determined by","a) the level of demand at the disequilibrium price.
b) the level of supply at the disequilibrium price.
c) the lesser of the quantity demanded and the quantity supplied at that price.
d) the greater of the quantity supplied and the quantity demanded at that price.",C,"Disequilibrium trading, Short-side rule",
选择,"At a price above the equilibrium price, the quantity exchanged is determined by","a) the quantity demanded at that price.
b) the quantity supplied at that price.
c) the greater of the quantity supplied and the quantity demanded at the price.
d) none of the above.",A,"Surplus and quantity traded, Demand-side constraint",
选择,A price ceiling that is set above the equilibrium price,"a) will keep prices below a maximum level.
b) will have no effect.
c) is the price that will prevail in the market.
d) is none of the above.",B,"Non-binding price ceiling, Market equilibrium",
选择,A shortage of cross-Channel journeys will occur if,"a) the price floor is above the equilibrium price.
b) supply is greater than demand.
c) the price ceiling is set above the market equilibrium price.
d) the price ceiling is set below the market equilibrium price.",D,"Shortage conditions, Binding price ceiling",
选择,If the demand for rice is relatively inelastic then,"a) unplanned fluctuations in output lead to smaller fluctuations in price than would happen if demand were elastic.
b) unplanned fluctuations in output lead to greater fluctuations in price than would happen if demand were elastic.
c) unplanned fluctuations in output lead to no fluctuations in price.
d) none of the above is true.",B,"Inelastic demand and price volatility, Agricultural markets",
选择,"With the opening of the Channel Tunnel, the providers of air, ferry, and hovercraft services all suffered a fall in demand for their services. Their response to this fall in demand was to","a) increase the price of a cross-Channel trip.
b) reduce the price of a cross-Channel trip.
c) take legal action against the government.
d) go on strike.",B,"Demand shock response, Competitive pricing",
选择,"Given a relatively inelastic demand curve for rice, a dry season that results in a poor crop will also result in","a) a reduction in producers' revenues.
b) an increase in consumers' surplus.
c) an increase in producers' revenues.
d) a reduction in total surplus.",C,"Inelastic demand and revenue, Supply shock effects",
选择,A government decides to intervene in the market in order to stabilize agricultural incomes. It does this by,"a) selling stock when output is high, and buying stock when output unexpectedly falls short.
b) buying stock when output is high, and selling stock when output unexpectedly falls short.
c) buying stock when output is low, and selling stock when output is unexpectedly high.
d) selling stock when output is high, and selling stock when output unexpectedly falls short.",B,"Buffer stock schemes, Income stabilization policy",
选择,The total revenue of sellers does not change as the quantity sold changes when demand,"a) is inelastic.
b) is elastic.
c) is unit elastic.
d) is perfectly inelastic.",C,"Unit elastic demand, Constant total revenue",
选择,The Common Agricultural Policy has resulted in overproduction of agricultural goods within the European Union. Those who benefit from the CAP include,,,"Common Agricultural Policy, Producer subsidies",
选择,Who bears the cost of the EU's Common Agricultural Policy (CAP)?,"A. EU farmers.
B. taxpayers and consumers within the EU.
C. efficient foreign producers.
D. all of the above.",D,"Common Agricultural Policy (CAP), Economic incidence of subsidies and tariffs, Welfare effects of agricultural support policies",
选择,Marginal utility refers to,"a) the total satisfaction derived from all the units of the product consumed.
b) the satisfaction that an individual receives on average from consuming a product.
c) the change in satisfaction resulting from consuming one more unit or one less unit of the product.
d) the dissatisfaction that is derived from not using an additional unit of the product.",C,Definition of marginal utility,
选择,The law of diminishing marginal utility suggests that,"a) the sixth ice cream consumed will provide greater utility than the fifth ice cream consumed.
b) the marginal utility of the third egg is less than the marginal utility of the second egg consumed.
c) the marginal utility of the second egg consumed is less than the marginal utility of the third egg consumed.
d) none of the above is true.",B,Law of diminishing marginal utility,
选择,"If Karl likes ice cream then, as his consumption of ice cream on a hot day increases,","a) both total and marginal utility rise.
b) both marginal and total utility decline.
c) total utility rises, but marginal utility declines.
d) marginal utility rises, but total utility declines.",C,Relationship between total and marginal utility,
选择,"When consumers try to obtain as much satisfaction as possible, given their circumstances, they are said to be","a) maximizing their marginal utility.
b) maximizing their average utility.
c) maximizing their total utility.
d) All of the above are true.",C,Utility maximization goal,
选择,"For a given market price, Jane can increase her total utility by adding to her purchases as long as the value that she places on each additional unit","a) is less than the amount that she must pay for that unit.
b) exceeds the amount that she must pay for that unit.
c) is equal to the amount that she must pay for the unit.
d) All of the above are true.",B,Marginal utility vs. price decision rule,
选择,"In order to maximize utility, consumers allocate expenditure among products so that","a) marginal utility is greater than one.
b) equal utility is derived from all the money spent on each.
c) equal utility is derived from some of the money spent on each.
d) equal utility is derived from the last unit of money spent on each.",D,Equal marginal utility per dollar rule,
选择,"On a hot day, Alice wants to buy something cool to eat or drink and cannot make up her mind. The price of an ice cream is £1.10 and its marginal utility is 10. If the price of a soft drink is 55 pence, the marginal utility of the soft drink must be","a) 2.
b) 10.
c) 5.
d) 7.",C,Marginal utility per pound equality,
选择,"If the relative price of tea and coffee is 2, and Steve is a utility-maximizing consumer, then for Steve","a) the marginal utility of coffee is greater than the marginal utility of tea.
b) the marginal utility of tea is greater than the marginal utility of coffee.
c) the marginal utility of coffee is equal to the marginal utility of tea.
d) coffee is preferable to tea.",B,Relative price and marginal utility ratio,
选择,A fall in the price of a normal good will lead to,"a) a significant decrease in the quantity of the good demanded by each consumer.
b) an increase in the quantity of the good demanded by each consumer.
c) no change in the quantity of the good demanded by each consumer.
d) a small decrease in the quantity of the good demanded by each consumer.",B,Law of demand for normal goods,
选择,Consumers who pay less than they would be willing to pay for the total amount of the product that they consume obtain,"a) social surplus.
b) producers' surplus.
c) consumers' surplus.
d) total surplus.",C,Definition of consumer surplus,
选择,Claire likes to go to the cinema and is willing to pay £10 to see the latest version of The Matrix. Since Claire pays only £3.50 for her ticket,"a) her producer's surplus is £3.50.
b) her consumer's surplus is £6.
c) her social surplus is £6.50.
d) None of the above is true.",B,Calculating consumer surplus,
选择,"A can of soft drink costs 55p and an ice cream costs £1.10. If the marginal utility of an ice cream is three times that of a soft drink, then in future Alice should buy","a) the same number of ice creams and soft drinks.
b) only a soft drink.
c) more soft drinks than ice creams.
d) more ice creams than soft drinks.",D,Marginal utility per penny comparison,
选择,Mike's marginal utility schedule shows,"a) the additional satisfaction he receives from having no more.
b) the additional satisfaction he receives from one less unit of the product.
c) the total satisfaction he receives from the product.
d) the additional satisfaction he receives from each additional unit of the product.",D,Marginal utility schedule definition,
选择,Elasticity of demand depends on,"a) total utility.
b) expected utility.
c) average utility.
d) marginal utility.",D,Link between elasticity and marginal utility,
选择,On a hot day Alice's total satisfaction from consuming ice cream and soft drinks is at its maximum when,"a) the relative price of ice cream and soft drinks is equal to the ratio of the marginal utility of soft drinks to the marginal utility of ice cream.
b) the relative price of ice cream and soft drinks is equal to the ratio of the marginal utility of ice cream to the marginal utility of soft drinks.
c) the relative price of ice cream and soft drinks is less than the ratio of the marginal utility of ice cream to the marginal utility of soft drinks.
d) the relative price of ice cream and soft drinks is greater than the ratio of the marginal utility of ice cream to the marginal utility of soft drinks.",B,Optimal consumption condition with ratios,
选择,The market determines,"a) the relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in the consumption of either of them but not in the relative price.
b) the relative price but not relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in her consumption of either.
c) the relative price and the relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in her consumption of either.
d) neither the relative price nor the relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in her consumption of either.",B,Market role in relative price vs. satisfaction,
选择,"Joe already owns one television and watches it on a regular basis. If he does not want to buy a second television, it can be said that Joe's","a) total utility is low but his marginal utility is high.
b) total utility is high and his marginal utility is high.
c) total utility is low and his marginal utility is low.
d) utility derived from watching television is high but his marginal utility is low.",D,Satiation and low marginal utility,
选择,Situations that require a choice of one option or another,"a) are concerned with total utility.
b) are concerned with marginal utility.
c) are concerned with average utility.
d) have nothing to do with utility measures.",B,Choice based on marginal utility,
选择,"Two teams of workers are employed to build different parts of a wall in a factory. So that the job is finished in the shortest time possible, the employer should transfer workers between the teams, so long as","a) the reduction in output caused by a worker leaving Team A is less than the increase in output caused by his entry to Team B.
b) the reduction in output caused by a worker leaving Team A is greater than the increase in output caused by his entry to Team B.
c) the reduction in output caused by a worker leaving Team A is the same as the increase in output caused by his entry to Team B.
d) None of the above is true.",A,Optimal resource allocation via marginal comparison,
选择,Employers should stop moving workers between Team A and Team B,"a) when the last worker causes the output of Team A to decrease by as much as he causes the production of Team B to decrease.
b) when the last worker causes the output of Team A to decrease by as much as he causes the production of Team B to increase.
c) when there is the same number of workers in each team.
d) when both Team A and Team B have the same average output.",B,Marginal productivity equilibrium,
选择,The paradox of value arises because,"a) non-essential products have relatively low prices, while luxury goods have relatively high prices.
b) non-essential products have relatively low prices, while luxury goods have relatively low prices.
c) essential products have relatively low prices, while luxury goods have relatively high prices.",C,Diamond-water paradox explanation,
选择,Purchases are adjusted so that relative marginal utilities are the same for all products. This is done,"A. by rich consumers only.
B. by poor consumers rarely.
C. only by middle-class consumers who read Which? magazine.
D. by all consumers.",D,"Consumer equilibrium, Marginal utility theory, Utility maximization",
选择,No paradox is involved when a product from which consumers receive a high total utility sells for a low price. This is because,"A. the market price of a product depends on demand and supply.
B. the market price of a product depends only on the supply.
C. the market price of a product depends only on the demand.
D. None of the above is true.",A,"Diamond-water paradox, Price determination, Demand and supply interaction",
选择,Rich consumers who consume more than poor consumers derive more,"A. average utility.
B. disutility.
C. total utility.
D. marginal utility.",C,"Total utility vs marginal utility, Diminishing marginal utility, Consumer behavior",
选择,"When elasticity is numerically greater than one, demand is said to be","A. elastic.
B. inelastic.
C. unit elastic.
D. perfectly inelastic.",A,Elastic demand classification,
选择,"If the original price and quantity demand are £1 and 100 respectively, and there is an increase in price to £1.10, and quantity demanded falls to 95, the price elasticity of demand is","A. +5
B. -5
C. +2
D. -0.5",D,Calculating price elasticity of demand using percentage method,
